"","X1","X2","X3","X4","X5","X6","X7","X8","X9","n11","n12","n21","n22","pi_1","pi_2","phi","z_significant","index"
"107",0,1,NA,1,1,0,1,0,1,16,5,10,14,0.761904761904762,0.416666666666667,0.345238095238095,2.03676135897894,"267 331"
"108",1,0,0,0,0,1,0,1,NA,8,8,1,13,0.5,0.0714285714285714,0.428571428571429,2.1562084068748,"245 246"
"109",0,1,0,NA,0,1,1,0,0,10,5,5,15,0.666666666666667,0.25,0.416666666666667,2.11992858894403,"340 372"
"110",1,0,1,0,1,0,1,NA,1,16,3,6,11,0.842105263157895,0.352941176470588,0.489164086687306,2.66319315947456,"169 171"
"111",1,0,1,0,1,0,1,0,NA,13,5,5,18,0.722222222222222,0.217391304347826,0.504830917874396,2.91543217090843,"171 172"
"112",1,0,NA,0,1,0,1,0,1,16,7,3,12,0.695652173913043,0.2,0.495652173913043,2.65504714879394,"171 235"
"113",1,1,0,1,1,0,0,NA,1,14,5,4,15,0.736842105263158,0.210526315789474,0.526315789473684,2.92403830344269,"77 79"
"114",NA,0,1,1,1,0,1,1,1,21,1,12,6,0.954545454545455,0.666666666666667,0.287878787878788,1.96564129024792,"137 393"
"115",NA,1,1,1,0,1,1,0,0,12,2,5,14,0.857142857142857,0.263157894736842,0.593984962406015,3.02195601942284,"20 276"
"116",1,0,1,NA,1,1,0,0,0,12,5,4,18,0.705882352941177,0.181818181818182,0.524064171122995,2.97110022886871,"136 168"
"117",1,0,NA,1,1,0,1,0,0,22,7,8,12,0.758620689655172,0.4,0.358620689655172,2.23399750622829,"140 204"
"118",0,1,NA,1,1,1,0,0,0,17,5,10,18,0.772727272727273,0.357142857142857,0.415584415584416,2.64095393393361,"264 328"
"119",1,0,NA,0,1,1,1,0,1,18,1,5,9,0.947368421052632,0.357142857142857,0.590225563909774,3.26308628479146,"163 227"
"120",1,0,NA,1,1,0,1,0,1,24,4,5,10,0.857142857142857,0.333333333333333,0.523809523809524,3.15215145893717,"139 203"
"121",NA,1,0,1,0,0,1,1,1,9,2,4,11,0.818181818181818,0.266666666666667,0.551515151515152,2.38174878455459,"89 345"
"122",0,1,0,1,0,1,0,1,NA,17,5,8,21,0.772727272727273,0.275862068965517,0.496865203761755,3.23263469258481,"341 342"
"123",0,1,1,1,NA,0,1,1,1,21,2,9,10,0.91304347826087,0.473684210526316,0.439359267734554,2.79401534339567,"265 281"
"124",0,0,1,NA,1,0,0,1,0,16,9,5,21,0.64,0.192307692307692,0.447692307692308,2.9629386585796,"398 430"
"125",0,NA,0,1,1,0,1,1,1,23,0,14,12,1,0.538461538461538,0.461538461538462,3.41659855092752,"329 457"
"126",1,1,0,1,0,NA,1,0,1,13,6,3,17,0.684210526315789,0.15,0.534210526315789,3.06445088004756,"83 91"
"127",0,1,1,NA,0,0,1,0,1,5,12,0,21,0.294117647058824,0,0.294117647058824,2.18430947374456,"283 315"
"128",1,0,1,0,0,NA,0,1,1,7,4,4,16,0.636363636363636,0.2,0.436363636363636,2.03729559639917,"181 189"
"129",NA,1,1,1,1,0,0,1,0,22,2,11,15,0.916666666666667,0.423076923076923,0.493589743589744,3.38218774995692,"14 270"
"130",1,0,1,1,NA,0,1,0,1,13,2,5,16,0.866666666666667,0.238095238095238,0.628571428571429,3.38061701891407,"139 155"
"131",1,0,1,1,0,0,0,0,NA,5,8,0,20,0.384615384615385,0,0.384615384615385,2.51415907991537,"159 160"
"132",NA,1,1,0,0,0,1,1,1,16,3,12,20,0.842105263157895,0.375,0.467105263157895,2.9501962875048,"57 313"
"133",NA,1,0,1,0,1,0,0,1,8,10,0,19,0.444444444444444,0,0.444444444444444,2.88287015589554,"87 343"
"134",0,1,1,0,1,1,0,0,NA,13,7,2,13,0.65,0.133333333333333,0.516666666666667,2.71153656725399,"295 296"
"135",0,1,NA,0,1,1,0,0,1,14,8,2,13,0.636363636363636,0.133333333333333,0.503030303030303,2.69442608144469,"295 359"
"136",1,0,NA,1,1,1,0,0,1,17,8,5,12,0.68,0.294117647058824,0.385882352941177,2.14308738258891,"135 199"
"137",NA,1,1,0,0,0,0,0,1,7,10,0,26,0.411764705882353,0,0.411764705882353,3.15353648147804,"63 319"
"138",NA,1,1,1,0,1,1,0,1,24,2,6,15,0.923076923076923,0.285714285714286,0.637362637362637,4.21582156169627,"19 275"
"139",1,0,1,0,0,1,NA,0,0,14,11,2,21,0.56,0.0869565217391304,0.47304347826087,3.16667429442254,"180 184"
"140",1,1,0,0,1,NA,0,0,1,11,11,3,16,0.5,0.157894736842105,0.342105263157895,1.9733039092523,"103 111"
"141",1,1,1,0,0,1,0,1,NA,15,5,10,15,0.75,0.4,0.35,2.04600219941231,"53 54"
"142",0,1,1,1,0,0,0,1,NA,11,4,0,14,0.733333333333333,0,0.733333333333333,3.68409621685766,"285 286"
"143",1,1,NA,1,1,1,0,0,0,14,1,5,12,0.933333333333333,0.294117647058824,0.63921568627451,3.31339915429816,"8 72"
"144",1,1,0,NA,1,0,1,0,1,17,2,8,17,0.894736842105263,0.32,0.574736842105263,3.50514872580718,"75 107"
"145",1,0,1,NA,0,1,0,0,0,11,12,1,24,0.478260869565217,0.04,0.438260869565217,3.16941909366754,"152 184"
"146",1,0,NA,0,0,1,1,1,1,19,5,7,11,0.791666666666667,0.388888888888889,0.402777777777778,2.33898554193578,"177 241"
"147",0,1,1,1,0,0,1,NA,0,10,7,2,17,0.588235294117647,0.105263157894737,0.48297213622291,2.71476869000799,"282 284"
"148",0,0,1,1,NA,1,1,0,0,17,7,6,12,0.708333333333333,0.333333333333333,0.375,2.10310601727741,"388 404"
"149",1,1,NA,0,1,1,0,0,0,14,1,4,17,0.933333333333333,0.19047619047619,0.742857142857143,4.05674042269688,"40 104"
"150",0,0,1,0,1,1,0,1,NA,18,3,15,14,0.857142857142857,0.517241379310345,0.339901477832512,2.20174142303604,"421 422"
"151",1,1,1,NA,1,0,1,1,0,23,0,16,8,1,0.666666666666667,0.333333333333333,2.65141146467626,"10 42"
"152",1,0,0,1,0,0,1,1,NA,9,6,2,19,0.6,0.0952380952380952,0.504761904761905,2.87441015970821,"217 218"
"153",1,0,NA,1,0,0,1,0,0,10,9,1,16,0.526315789473684,0.0588235294117647,0.467492260061919,2.67753578145327,"156 220"
"154",1,0,0,1,0,1,0,NA,0,13,9,1,18,0.590909090909091,0.0526315789473684,0.538277511961722,3.29420938320078,"214 216"
"155",0,0,1,1,1,NA,0,1,0,21,5,8,15,0.807692307692308,0.347826086956522,0.459866220735786,2.97742740522887,"390 398"
"156",0,NA,1,1,1,1,0,0,1,21,5,6,17,0.807692307692308,0.260869565217391,0.546822742474916,3.55287235306042,"263 391"
"157",1,1,1,1,0,0,0,0,NA,14,12,0,13,0.538461538461538,0,0.538461538461538,2.95048422176041,"31 32"
"158",0,0,1,0,1,0,1,0,NA,12,16,3,22,0.428571428571429,0.12,0.308571428571429,2.18404056922486,"427 428"
"159",1,1,1,NA,0,0,0,1,0,11,8,0,18,0.578947368421053,0,0.578947368421053,3.49115591917426,"30 62"
"160",1,1,1,1,1,NA,1,0,0,20,1,15,8,0.952380952380952,0.652173913043478,0.300207039337474,2.09171546528106,"4 12"
"161",1,1,NA,0,1,0,0,1,1,10,9,2,16,0.526315789473684,0.111111111111111,0.415204678362573,2.34527697171871,"45 109"
"162",0,1,0,1,0,0,0,1,NA,7,6,0,24,0.538461538461538,0,0.538461538461538,3.55267197678074,"349 350"
"163",0,1,1,NA,1,1,1,0,0,21,0,17,6,1,0.739130434782609,0.260869565217391,2.07882862661361,"260 292"
"164",0,NA,0,1,0,1,0,1,0,16,5,8,18,0.761904761904762,0.307692307692308,0.454212454212454,2.80349260001662,"342 470"
"165",1,0,0,1,1,0,0,1,NA,12,3,4,14,0.8,0.222222222222222,0.577777777777778,2.95709204833954,"205 206"
"166",1,1,NA,1,0,0,1,1,0,10,1,9,17,0.909090909090909,0.346153846153846,0.562937062937063,2.77153046508263,"26 90"
"167",NA,1,1,0,0,0,1,0,0,9,14,0,24,0.391304347826087,0,0.391304347826087,3.03736560649648,"60 316"
"168",0,1,0,1,1,0,1,1,NA,28,0,12,8,1,0.6,0.4,3.27326835353989,"329 330"
"169",1,1,0,1,0,1,NA,0,0,17,2,2,15,0.894736842105263,0.117647058823529,0.777089783281734,4.328173374613,"84 88"
"170",1,1,0,1,NA,0,0,0,0,8,13,0,26,0.380952380952381,0,0.380952380952381,3.06458506745563,"80 96"
"171",1,0,0,NA,1,0,1,1,1,19,3,10,11,0.863636363636364,0.476190476190476,0.387445887445887,2.3846836899137,"201 233"
"172",0,0,NA,1,1,0,0,1,0,15,13,4,18,0.535714285714286,0.181818181818182,0.353896103896104,2.26565775883055,"398 462"
"173",1,NA,1,0,0,0,1,0,1,6,9,0,24,0.4,0,0.4,2.91217728085903,"59 187"
"174",0,NA,1,0,0,1,1,1,1,19,1,10,12,0.95,0.454545454545455,0.495454545454545,3.13468465559791,"305 433"
"175",1,1,0,1,0,NA,1,1,0,11,1,7,14,0.916666666666667,0.333333333333333,0.583333333333333,2.87399050599883,"82 90"
"176",0,0,NA,1,0,0,1,1,1,14,4,5,14,0.777777777777778,0.263157894736842,0.514619883040936,2.8012722179005,"409 473"
"177",1,1,1,0,NA,0,1,1,1,18,2,15,14,0.9,0.517241379310345,0.382758620689655,2.4982401394601,"41 57"
"178",0,1,0,1,1,NA,1,1,1,24,0,15,8,1,0.652173913043478,0.347826086956522,2.78356904547009,"321 329"
"179",1,0,0,1,0,1,NA,0,1,13,9,2,22,0.590909090909091,0.0833333333333333,0.507575757575758,3.35352510970967,"211 215"
"180",1,0,0,0,NA,0,1,1,1,19,8,6,12,0.703703703703704,0.333333333333333,0.37037037037037,2.14330352493528,"233 249"
"181",0,0,NA,1,1,0,1,0,1,13,8,2,15,0.619047619047619,0.117647058823529,0.50140056022409,2.81039992614842,"395 459"
"182",1,1,1,0,1,1,NA,0,1,18,0,9,9,1,0.5,0.5,3.079201435678,"35 39"
"183",1,0,1,1,NA,0,0,1,1,14,9,2,15,0.608695652173913,0.117647058823529,0.491048593350384,2.80740100916443,"141 157"
"184",1,0,1,0,0,1,0,0,NA,11,21,0,25,0.34375,0,0.34375,2.92505542412272,"183 184"
"185",1,1,0,1,0,1,0,1,NA,18,1,10,13,0.947368421052632,0.434782608695652,0.512585812356979,3.17860770004025,"85 86"
"186",1,0,0,1,NA,1,1,0,1,24,5,7,14,0.827586206896552,0.333333333333333,0.494252873563218,3.25857551974137,"195 211"
"187",1,0,NA,0,1,1,0,1,1,23,2,10,11,0.92,0.476190476190476,0.443809523809524,3.00116527485459,"165 229"
"188",0,0,1,1,1,1,NA,0,1,13,3,12,15,0.8125,0.444444444444444,0.368055555555556,2.04497873201735,"387 391"
"189",1,0,1,0,0,NA,0,1,0,12,8,2,13,0.6,0.133333333333333,0.466666666666667,2.44025841072439,"182 190"
"190",1,1,1,0,1,NA,0,1,0,20,0,11,18,1,0.379310344827586,0.620689655172414,4.12818801126283,"38 46"
"191",1,1,0,NA,0,0,1,1,0,10,3,7,13,0.769230769230769,0.35,0.419230769230769,1.9981476504016,"90 122"
"192",1,1,0,0,1,1,NA,0,0,21,1,8,10,0.954545454545455,0.444444444444444,0.51010101010101,3.23860848338412,"100 104"
"193",0,1,1,1,1,0,1,NA,0,20,0,8,6,1,0.571428571428571,0.428571428571429,2.76912797246555,"266 268"
"194",1,NA,0,1,0,0,0,0,NA,5,20,0,34,0.2,0,0.2,2.25273955706881,"95 223 224"
"195",NA,1,1,0,0,NA,1,0,0,16,10,3,20,0.615384615384615,0.130434782608696,0.48494983277592,3.18327783724915,"60 308"
"196",NA,1,0,NA,0,1,1,1,1,32,3,25,11,0.914285714285714,0.694444444444444,0.21984126984127,2.02936231449901,"337 369 81 113"
"197",NA,0,1,NA,1,0,1,1,0,36,6,24,14,0.857142857142857,0.631578947368421,0.225563909774436,2.06817795821195,"170 426 138 394"
"198",0,0,1,NA,1,0,1,0,NA,25,26,9,36,0.490196078431373,0.2,0.290196078431373,2.75294442011518,"427 428 395 396"
"199",1,1,1,NA,0,0,1,NA,1,23,3,12,16,0.884615384615385,0.428571428571429,0.456043956043956,3.22121866537487,"57 25 27"
"200",NA,NA,1,1,0,1,1,1,0,36,2,18,10,0.947368421052632,0.642857142857143,0.304511278195489,2.8471256886054,"274 146 402"
"201",0,1,1,0,NA,NA,0,1,1,15,4,5,14,0.789473684210526,0.263157894736842,0.526315789473684,2.92403830344269,"293 317"
"202",0,NA,1,NA,0,1,0,0,0,14,30,1,29,0.318181818181818,0.0333333333333333,0.284848484848485,2.69809326041756,"280 312 408 440"
"203",0,0,1,0,NA,0,NA,1,1,18,23,9,41,0.439024390243902,0.18,0.259024390243902,2.46071394711306,"425 429 441 445"
"204",0,NA,1,0,1,0,1,0,NA,27,25,9,31,0.519230769230769,0.225,0.294230769230769,2.65114458544656,"299 300 427 428"
"205",0,1,0,0,NA,1,0,1,NA,25,17,14,30,0.595238095238095,0.318181818181818,0.277056277056277,2.36314218208275,"357 373 358 374"
"206",NA,1,1,0,0,NA,1,0,0,13,16,6,30,0.448275862068966,0.166666666666667,0.281609195402299,2.20710200797535,"60 316 52"
"207",1,1,NA,0,0,1,0,1,NA,32,12,18,24,0.727272727272727,0.428571428571429,0.298701298701299,2.58809236735711,"117 118 53 54"
"208",0,0,1,1,NA,0,0,1,NA,17,17,4,24,0.5,0.142857142857143,0.357142857142857,2.68741213727062,"398 397 413"
"209",1,NA,NA,0,1,0,0,1,1,15,14,7,34,0.517241379310345,0.170731707317073,0.346509671993272,2.81492924981226,"173 237 45 109"
"210",0,0,1,1,NA,0,NA,1,0,19,15,7,28,0.558823529411765,0.2,0.358823529411765,2.82663559746031,"398 410 414"
"211",1,0,0,1,NA,1,0,NA,0,20,10,5,18,0.666666666666667,0.217391304347826,0.449275362318841,2.96973318959655,"214 216 198"
"212",0,0,1,0,1,1,0,NA,NA,26,12,20,25,0.684210526315789,0.444444444444444,0.239766081871345,1.96788042319551,"423 424 421 422"
"213",0,1,1,0,NA,0,0,1,NA,11,11,4,28,0.5,0.125,0.375,2.71381952855499,"317 301 302"
"214",0,0,NA,1,1,0,0,NA,0,20,33,5,37,0.377358490566038,0.119047619047619,0.258310871518419,2.60496961693848,"400 464 398 462"
"215",1,NA,1,0,0,0,0,0,NA,7,18,0,29,0.28,0,0.28,2.64815008610242,"63 64 192"
"216",0,1,NA,1,0,0,NA,0,0,10,17,1,28,0.37037037037037,0.0344827586206897,0.335887611749681,2.82473944993089,"284 348 352"
"217",1,0,0,NA,1,0,0,0,NA,13,21,0,29,0.382352941176471,0,0.382352941176471,3.4254938382042,"208 207 239"
"218",NA,1,NA,0,0,0,1,0,0,13,34,0,43,0.276595744680851,0,0.276595744680851,3.42834230811859,"60 316 124 380"
"219",0,0,NA,1,1,1,0,NA,1,24,11,11,28,0.685714285714286,0.282051282051282,0.403663003663004,3.23926387345048,"391 453 455"
"220",1,NA,0,NA,1,0,1,1,1,36,4,27,15,0.9,0.642857142857143,0.257142857142857,2.49678971986019,"73 105 201 233"
"221",0,1,1,1,NA,NA,1,1,1,42,2,18,12,0.954545454545455,0.6,0.354545454545455,3.52100402388571,"265 281 257 273"
"222",0,NA,0,1,1,0,NA,0,0,14,14,5,25,0.5,0.166666666666667,0.333333333333333,2.42291942206126,"336 332 460"
