"","keys","phi"
"207","0 1 1 1 0 0 1 0",0.475
"208","0 1 0 0 1 0 0 0",0.0434782608695652
"209","1 1 0 1 0 1 1 1",0.236842105263158
"212","0 0 1 1 0 0 1 1",0.529411764705882
"214","0 0 1 1 0 1 1 1",0.19047619047619
"215","0 0 1 1 1 1 0 1",0.235294117647059
"217","0 0 0 0 0 1 0 1",0
"218","0 0 0 0 1 1 0 1",-0.037037037037037
"219","1 1 1 0 0 0 0 1",0.518518518518518
"222","0 1 0 0 0 1 1 1",0.135135135135135
"224","1 0 1 1 0 1 1 0",0.48936170212766
"226","1 0 0 1 1 1 1 1",0.025
"227","0 1 1 0 0 0 1 1",0.465116279069767
"230","0 0 1 0 0 0 1 0",0.19047619047619
"231","0 0 0 1 0 0 1 1",0.34375
"232","0 0 0 1 1 1 0 0",0.0930232558139535
"235","0 1 0 1 1 1 1 0",0.28
"238","0 1 0 0 1 0 1 0",0.191489361702128
"243","0 1 0 0 1 1 1 0",0.257142857142857
"244","1 0 0 0 0 0 0 1",0.117647058823529
"245","1 1 1 0 1 0 1 1",0.111111111111111
"246","0 0 1 1 0 0 0 0",0.166666666666667
"251","1 0 1 1 1 1 1 1",0.0681818181818182
"252","1 0 1 1 0 0 1 1",0.588235294117647
"253","0 1 0 0 0 1 0 1",0.2
"255","1 0 1 0 0 1 0 0",0.473684210526316
"256","0 1 1 0 0 1 0 1",0.619047619047619
"259","1 1 0 0 0 1 1 1",0.15
"261","1 1 1 0 0 1 1 1",0.125
"271","1 1 1 0 1 1 0 1",0.256410256410256
"272","1 0 1 0 1 1 0 0",0.536585365853659
"277","0 1 1 0 1 0 1 1",0.235294117647059
"278","1 1 1 1 0 0 0 1",0.741935483870968
"283","0 1 0 0 1 0 0 1",0.075
"288","0 0 1 1 1 1 1 0",0.166666666666667
"290","0 0 1 1 1 0 1 1",0.292682926829268
"291","0 0 1 0 1 0 1 1",0.147058823529412
"293","1 1 1 0 0 0 1 0",0.611111111111111
"294","1 1 0 0 0 0 1 0",0.405405405405405
"295","1 0 1 1 1 1 1 0",0.275
"296","1 0 0 1 0 0 1 0",0.212765957446809
"297","0 0 0 1 0 1 1 0",0.25
"301","0 0 1 1 1 0 0 0",0.194444444444444
"307","1 1 0 0 1 0 1 1",0.333333333333333
"308","0 1 0 0 1 0 1 1",0.125
"312","1 1 0 1 1 1 1 1",0.05
"326","0 0 1 0 0 1 0 0",0.0731707317073171
"331","1 0 0 0 1 0 1 1",0.170212765957447
"333","0 1 0 1 0 1 1 1",0.26
"346","1 0 1 0 1 0 0 1",0.378378378378378
"347","1 1 1 1 1 0 0 1",0.515151515151515
"351","0 0 0 1 1 1 0 1",0.2
"356","0 0 0 0 0 0 0 0",0
"357","0 1 1 0 1 1 1 0",0.244897959183673
"361","1 1 1 1 0 1 1 0",0.59375
"371","0 1 1 0 1 1 1 1",0.105263157894737
"379","0 1 1 1 1 0 1 1",0.222222222222222
"380","1 1 1 0 1 0 0 0",0.62962962962963
"385","1 1 1 0 1 1 1 1",0
"388","0 1 0 0 0 0 1 1",0.1875
"390","1 0 1 0 0 0 1 0",0.285714285714286
"392","0 0 0 1 1 1 1 0",0.241379310344828
"395","1 0 1 1 0 0 1 0",0.619047619047619
"399","0 1 0 1 0 1 0 0",0.545454545454545
"402","1 1 0 0 0 0 0 0",0.0789473684210526
"405","1 0 1 0 0 1 1 1",0.341463414634146
"411","1 1 0 1 1 0 0 0",0.666666666666667
"412","0 0 0 1 0 0 0 1",0.171428571428571
"418","1 0 0 1 0 1 1 1",0.314285714285714
"419","0 1 0 1 0 0 1 1",0.432432432432432
"429","0 1 0 1 0 0 1 0",0.459459459459459
"432","1 0 0 1 1 0 0 1",0.5
"433","1 0 1 1 1 1 0 1",0.184210526315789
"439","0 0 0 1 0 0 0 0",0
"442","0 1 1 0 1 0 1 0",0.41025641025641
"455","0 0 0 0 1 1 1 1",0
"456","1 1 1 1 1 0 0 0",0.878048780487805
"458","0 0 0 1 1 0 0 0",0.0789473684210526
"463","1 0 0 0 0 1 1 1",0.256410256410256
"473","1 1 0 0 0 1 0 1",0.67741935483871
"475","1 0 1 0 1 1 0 1",0.19047619047619
"476","0 1 1 0 1 0 0 0",0.454545454545455
"484","1 1 0 0 1 1 0 0",0.333333333333333
"485","0 0 1 0 1 1 0 0",0.257142857142857
"489","1 1 0 0 0 1 1 0",0.431818181818182
"490","1 1 0 1 1 1 0 1",0.275
"501","1 1 0 1 1 1 1 0",0.258064516129032
"504","0 0 1 0 1 0 0 1",0.228571428571429
"530","0 0 1 1 1 1 1 1",0.178571428571429
"532","1 1 1 1 0 0 1 0",0.744186046511628
"545","1 1 0 1 0 0 1 1",0.552631578947368
"567","1 1 1 1 0 1 0 1",0.617647058823529
"574","1 1 1 0 0 0 1 1",0.529411764705882
"587","0 1 1 1 1 1 0 0",0.435897435897436
"608","1 1 1 1 0 1 1 1",0.261904761904762
"614","0 0 1 1 1 0 1 0",0.238095238095238
"621","0 1 1 1 1 1 1 1",0
"638","1 1 1 1 0 1 0 0",0.966666666666667
"644","0 1 0 1 1 0 1 1",0.244444444444444
"647","1 1 1 1 1 0 1 1",0.0303030303030303
"688","1 1 1 0 1 0 1 0",0.585365853658537
"712","0 0 0 0 1 0 0 1",0
"714","1 0 1 0 0 0 0 1",0.344827586206897
"730","1 0 1 0 1 1 1 1",0.113636363636364
"734","1 1 0 0 1 1 1 0",0.2
"739","0 1 1 0 0 1 0 0",0.3
"742","0 1 1 1 1 1 0 1",0.318181818181818
"788","0 0 1 0 0 1 0 1",0.217391304347826
"813","1 1 0 0 1 1 0 1",0.323529411764706
"814","1 0 1 1 0 0 0 1",0.627906976744186
"821","1 0 0 1 1 0 1 1",0.236842105263158
"874","0 0 0 1 0 1 1 1",0.288888888888889
"877","0 0 1 1 0 0 0 1",0.243243243243243
"910","0 1 1 0 1 0 0 1",0.333333333333333
"1166","1 1 0 1 0 1 0 0",0.641025641025641
"1263","1 1 0 0 1 0 1 0",0.477272727272727
"1282","0 0 1 0 0 0 0 0",0
"1351","1 0 1 0 1 0 1 1",0.323529411764706
