"","keys","phi"
"139","1 0 0 1 0 1 1 1",0.256578947368421
"140","1 0 1 0 1 0 0 0",0.37037037037037
"141","0 1 1 0 1 0 0 0",0.337579617834395
"144","1 0 1 1 0 1 1 1",0.263513513513513
"146","0 0 0 1 0 0 1 1",0.257861635220126
"148","1 1 1 1 0 1 0 0",0.772413793103448
"150","0 0 1 0 0 0 0 1",0.0813953488372093
"152","0 1 0 1 1 0 0 1",0.444444444444444
"156","1 0 0 0 0 1 0 0",0.108108108108108
"158","1 0 0 0 0 1 0 1",0.191616766467066
"160","0 0 1 0 1 0 1 1",0.22289156626506
"161","1 0 1 1 0 0 1 1",0.527777777777778
"163","1 0 1 1 0 1 0 0",0.6
"164","1 0 1 0 1 1 1 0",0.292307692307692
"167","0 1 1 1 0 1 0 0",0.571428571428571
"168","0 0 0 1 1 0 0 0",0.0986842105263158
"173","0 1 0 1 0 0 0 0",0.132450331125828
"174","1 0 1 1 0 0 0 0",0.300653594771242
"177","0 1 1 1 1 0 0 1",0.56
"180","0 0 1 1 1 0 1 0",0.412587412587413
"181","0 0 1 1 0 1 0 0",0.29559748427673
"182","0 1 0 0 1 0 0 0",0.0794701986754967
"183","0 1 1 0 1 1 0 1",0.292993630573248
"188","1 1 0 0 1 0 1 0",0.47741935483871
"189","1 1 1 0 1 1 0 0",0.532467532467532
"191","0 1 0 0 1 1 0 0",0.171270718232044
"192","1 0 1 1 0 0 1 0",0.561643835616438
"196","0 0 0 1 0 1 0 1",0.258992805755396
"198","1 0 1 0 0 0 1 0",0.30718954248366
"201","0 0 1 1 1 1 0 0",0.439189189189189
"202","1 0 0 0 1 1 0 1",0.16
"203","1 0 0 0 1 1 1 0",0.188811188811189
"205","1 1 1 0 1 1 1 1",0.0297619047619048
"207","1 0 1 0 1 0 1 1",0.246575342465753
"208","0 1 1 1 0 0 0 1",0.553333333333333
"209","0 0 0 1 0 1 1 0",0.191489361702128
"217","1 0 0 1 0 1 0 1",0.429378531073446
"218","0 1 1 0 0 1 0 1",0.503067484662577
"220","0 1 1 1 0 0 1 1",0.58125
"222","1 1 0 1 0 1 1 0",0.5625
"226","0 0 0 0 0 0 1 0",0
"230","0 0 0 1 1 0 1 1",0.187096774193548
"232","0 0 1 1 1 1 1 1",0.0609756097560976
"233","0 1 1 0 1 0 0 1",0.415584415584416
"234","0 1 0 0 1 1 1 1",0.0579710144927536
"235","0 1 0 1 1 0 1 1",0.27972027972028
"236","0 1 0 1 1 1 0 0",0.446808510638298
"241","1 0 0 0 0 0 1 0",0.125
"242","1 1 0 1 1 0 0 1",0.60233918128655
"243","1 1 0 0 0 0 0 0",0.194805194805195
"244","0 1 1 1 1 1 0 0",0.577922077922078
"245","1 0 0 0 0 0 0 1",0.131034482758621
"249","0 0 1 0 1 1 1 1",0.062111801242236
"253","1 0 0 1 0 0 1 1",0.489655172413793
"256","0 1 0 0 0 1 1 0",0.273333333333333
"263","0 0 1 0 1 0 0 1",0.273291925465839
"267","1 0 1 0 1 1 0 0",0.506756756756757
"269","1 0 1 0 0 0 0 0",0.133333333333333
"270","1 0 1 0 1 1 0 1",0.278481012658228
"272","1 1 1 1 0 0 1 0",0.75
"273","0 0 1 0 1 1 0 0",0.189542483660131
"275","1 1 1 1 1 1 1 1",0.0476190476190476
"279","1 0 0 0 1 0 1 0",0.229299363057325
"283","1 1 0 0 1 1 1 0",0.255172413793103
"292","0 0 0 0 0 0 0 1",0
"294","0 1 0 1 0 1 1 0",0.455621301775148
"297","1 1 0 1 0 0 1 0",0.555555555555556
"302","1 0 1 1 0 1 1 0",0.545454545454545
"308","0 0 0 1 0 1 1 1",0.245033112582781
"310","1 0 1 1 1 0 0 1",0.564102564102564
"315","0 1 1 0 1 1 1 0",0.267441860465116
"317","1 1 1 1 0 1 1 0",0.573426573426573
"319","1 0 1 0 1 0 0 1",0.452229299363057
"321","1 1 0 0 1 1 0 1",0.213872832369942
"322","1 0 1 0 1 1 1 1",0.04
"329","0 1 0 0 0 0 0 0",0.0408163265306122
"331","1 1 0 0 0 0 1 1",0.443037974683544
"332","0 0 0 1 0 1 0 0",0.0625
"335","1 0 1 0 0 1 0 0",0.314285714285714
"337","0 1 0 1 0 0 1 1",0.463855421686747
"341","0 0 1 0 0 1 1 1",0.155038759689922
"342","1 0 1 1 1 0 1 1",0.223776223776224
"343","1 0 1 0 0 1 1 0",0.447513812154696
"347","1 1 0 0 0 1 0 0",0.266666666666667
"360","1 0 1 1 1 1 1 1",0.0685714285714286
"362","1 1 0 0 0 1 1 0",0.45859872611465
"365","0 1 1 0 0 0 1 1",0.384180790960452
"370","0 1 1 0 1 0 1 0",0.52
"376","0 1 1 0 0 0 0 0",0.137254901960784
"393","0 1 1 0 0 1 1 0",0.422535211267606
"399","1 0 0 1 1 0 0 0",0.318471337579618
"405","0 0 1 1 0 1 0 1",0.428571428571429
"412","1 1 1 1 0 0 1 1",0.557823129251701
"417","0 1 1 1 1 0 1 0",0.570422535211268
"445","1 0 0 0 1 1 1 1",0.03125
"449","1 0 0 1 0 0 0 0",0.115789473684211
"453","0 0 1 0 0 1 0 0",0.125
"458","1 0 0 0 1 0 0 0",0.104895104895105
"459","0 0 0 1 1 1 1 1",0.0710059171597633
"468","1 1 0 1 1 1 0 0",0.503355704697987
"470","0 0 0 1 0 0 0 1",0.129032258064516
"472","0 0 0 1 0 0 0 0",0.02
"477","1 1 1 0 0 0 1 1",0.544871794871795
"478","1 0 0 0 1 0 1 1",0.203821656050955
"489","1 1 0 1 0 0 1 1",0.488235294117647
"492","1 1 0 0 0 0 0 1",0.316129032258064
"499","0 0 0 0 1 1 0 0",0
"509","1 0 1 1 0 1 0 1",0.594936708860759
"522","0 0 1 1 0 0 1 0",0.265432098765432
"526","0 1 1 0 0 0 0 1",0.276315789473684
"538","1 0 1 1 1 1 1 0",0.17816091954023
"546","0 1 0 1 0 1 0 0",0.302013422818792
"547","1 0 1 0 0 0 0 1",0.347826086956522
"558","1 0 0 1 0 0 1 0",0.360294117647059
"576","1 0 0 0 0 0 1 1",0.242236024844721
"599","1 0 1 1 1 1 0 1",0.297297297297297
"602","0 0 1 1 0 0 0 0",0.169934640522876
"607","1 1 0 1 1 0 0 0",0.5
"613","1 1 1 0 0 0 1 0",0.526881720430108
"642","0 1 1 1 0 0 0 0",0.32
"667","0 0 1 1 0 1 1 1",0.324675324675325
"668","0 1 1 1 1 0 1 1",0.242603550295858
"678","0 0 0 0 1 0 1 0",0
"679","1 1 1 1 1 0 1 0",0.524137931034483
"684","0 1 0 0 0 1 1 1",0.181818181818182
"745","0 1 1 1 0 0 1 0",0.513513513513513
"754","0 1 0 1 1 1 1 0",0.319727891156463
"757","1 1 1 0 1 0 1 0",0.503184713375796
"767","0 1 0 1 1 0 0 0",0.304878048780488
"777","0 1 0 1 1 1 1 1",0.0574712643678161
"814","1 0 0 1 1 0 0 1",0.4875
"834","0 1 1 1 1 1 0 1",0.202797202797203
"858","1 1 1 1 0 1 0 1",0.613496932515337
"864","1 1 1 1 1 0 0 1",0.616438356164384
"935","0 0 0 0 0 1 0 1",0
"938","0 1 0 1 0 0 1 0",0.27891156462585
"1033","0 0 0 0 1 0 0 0",0
"1084","0 0 1 1 0 0 1 1",0.427536231884058
"1098","0 1 0 1 0 0 0 1",0.367741935483871
"1147","0 1 0 0 1 0 1 0",0.198581560283688
"1247","1 0 1 0 1 0 1 0",0.450617283950617
"1347","1 1 1 1 1 1 0 1",0.213740458015267
"1370","1 1 0 1 0 1 0 1",0.553719008264463
"1381","1 1 0 0 1 0 0 0",0.225165562913907
"1982","1 0 0 0 1 1 0 0",0.223021582733813
