"","keys","phi"
"414","1 1 0 0 1 1 0 0",0.333333333333333
"415","0 0 1 0 1 1 0 0",0.257142857142857
"419","1 1 0 0 0 1 1 0",0.431818181818182
"420","1 1 0 1 1 1 0 1",0.275
"425","0 0 0 0 0 0 1 1",-0.0222222222222222
"426","1 0 1 1 1 0 0 0",0.621621621621622
"431","1 1 0 1 1 1 1 0",0.225806451612903
"434","0 0 1 0 1 0 0 1",0.228571428571429
"435","0 0 0 1 1 1 1 1",0
"442","0 1 1 1 0 1 1 0",0.564102564102564
"460","0 0 1 1 1 1 1 1",0.178571428571429
"462","1 1 1 1 0 0 1 0",0.744186046511628
"475","1 1 0 1 0 0 1 1",0.552631578947368
"497","1 1 1 1 0 1 0 1",0.628571428571429
"504","1 1 1 0 0 0 1 1",0.558823529411765
"517","0 1 1 1 1 1 0 0",0.435897435897436
"531","0 1 0 0 1 1 1 1",0
"538","1 1 1 1 0 1 1 1",0.261904761904762
"544","0 0 1 1 1 0 1 0",0.255813953488372
"551","0 1 1 1 1 1 1 1",0
"565","1 0 0 1 0 1 0 1",0.466666666666667
"568","1 1 1 1 0 1 0 0",0.967741935483871
"574","0 1 0 1 1 0 1 1",0.244444444444444
"577","1 1 1 1 1 0 1 1",0.0303030303030303
"600","1 0 0 0 0 1 0 1",0.255813953488372
"618","1 1 1 0 1 0 1 0",0.585365853658537
"627","0 0 0 0 1 0 1 0",0
"642","0 0 0 0 1 0 0 1",0
"644","1 0 1 0 0 0 0 1",0.344827586206897
"660","1 0 1 0 1 1 1 1",0.113636363636364
"664","1 1 0 0 1 1 1 0",0.228571428571429
"669","0 1 1 0 0 1 0 0",0.292682926829268
"671","1 1 0 0 1 1 1 1",0.0588235294117647
"672","0 1 1 1 1 1 0 1",0.318181818181818
"716","0 0 0 0 1 1 1 0",-0.0238095238095238
"718","0 0 1 0 0 1 0 1",0.217391304347826
"743","1 1 0 0 1 1 0 1",0.285714285714286
"744","1 0 1 1 0 0 0 1",0.627906976744186
"751","1 0 0 1 1 0 1 1",0.236842105263158
"804","0 0 0 1 0 1 1 1",0.288888888888889
"807","0 0 1 1 0 0 0 1",0.243243243243243
"840","0 1 1 0 1 0 0 1",0.351351351351351
"1018","0 1 1 0 0 0 0 1",0.365853658536585
"1096","1 1 0 1 0 1 0 0",0.641025641025641
"1117","0 0 1 0 1 0 1 0",0.162162162162162
"1193","1 1 0 0 1 0 1 0",0.477272727272727
"1212","0 0 1 0 0 0 0 0",0
"1281","1 0 1 0 1 0 1 1",0.294117647058824
