"","keys","case_number","accumulated_causal_effect","phi"
"37","1 0 1 1 1 1 1 0",32,3,0.09375
"38","0 0 1 0 0 1 0 0",35,3,0.0857142857142857
"39","0 1 1 0 1 1 0 0",44,21,0.477272727272727
"40","0 1 1 0 0 1 0 0",37,16,0.432432432432432
"41","1 1 0 1 1 1 0 1",46,10,0.217391304347826
"42","1 1 0 0 0 1 0 1",41,22,0.536585365853659
"43","0 1 1 1 0 1 1 1",55,13,0.236363636363636
"45","0 0 1 1 0 1 1 1",50,7,0.14
"46","1 0 1 1 1 1 0 1",29,5,0.172413793103448
"50","0 1 0 0 0 0 0 0",40,1,0.025
"51","1 0 0 0 0 1 1 1",43,12,0.27906976744186
"53","0 1 0 1 0 1 1 1",37,13,0.351351351351351
"54","1 0 1 0 0 0 0 0",46,8,0.173913043478261
"55","1 1 1 1 0 1 0 1",40,18,0.45
"56","0 0 0 1 0 0 0 1",33,3,0.0909090909090909
"58","0 0 1 1 0 1 1 0",30,13,0.433333333333333
"59","1 1 1 0 0 1 1 1",39,6,0.153846153846154
"60","0 0 0 1 0 1 0 0",44,4,0.0909090909090909
"61","1 0 0 0 0 1 0 0",41,5,0.121951219512195
"64","1 0 0 0 0 0 1 0",38,3,0.0789473684210526
"65","0 1 1 1 1 1 1 0",41,13,0.317073170731707
"66","1 1 1 0 1 0 1 0",48,31,0.645833333333333
"67","1 1 1 1 0 1 1 0",36,22,0.611111111111111
"68","1 0 1 1 0 1 1 0",57,36,0.631578947368421
"69","1 1 0 1 1 1 1 1",37,3,0.0810810810810811
"70","1 0 1 1 0 1 1 1",34,8,0.235294117647059
"71","0 0 0 1 1 1 1 0",41,6,0.146341463414634
"73","0 1 0 0 1 0 1 0",45,13,0.288888888888889
"74","1 0 1 0 0 1 0 0",34,10,0.294117647058824
"76","0 1 0 1 1 1 0 1",34,6,0.176470588235294
"77","1 1 1 1 1 1 1 0",45,7,0.155555555555556
"79","1 0 0 0 1 1 0 1",31,6,0.193548387096774
"80","0 1 0 1 1 0 0 1",28,10,0.357142857142857
"81","1 1 1 0 1 1 1 0",37,8,0.216216216216216
"83","0 0 0 0 1 0 0 0",49,0,0
"84","1 1 0 0 0 0 0 1",44,11,0.25
"85","0 1 1 0 1 0 0 0",47,12,0.25531914893617
"87","1 1 1 0 0 1 0 1",44,28,0.636363636363636
"88","0 0 1 0 0 0 0 1",29,4,0.137931034482759
"89","0 0 0 1 0 1 1 0",47,10,0.212765957446809
"90","1 1 1 0 0 0 0 0",45,14,0.311111111111111
"91","0 0 1 0 1 0 1 1",37,6,0.162162162162162
"92","0 1 0 0 0 1 1 0",40,5,0.125
"93","0 0 1 1 1 0 0 1",33,19,0.575757575757576
"94","0 1 0 1 1 1 1 1",30,2,0.0666666666666667
"96","0 1 1 0 0 1 1 0",45,17,0.377777777777778
"97","0 1 0 0 0 0 0 1",39,3,0.0769230769230769
"98","0 1 1 0 1 1 0 1",35,14,0.4
"99","0 1 1 0 0 0 0 1",34,11,0.323529411764706
"100","0 1 0 0 0 0 1 1",41,7,0.170731707317073
"106","0 1 0 0 1 0 1 1",35,8,0.228571428571429
"107","0 0 0 0 0 0 1 1",40,0,0
"108","1 0 1 0 0 0 1 1",41,11,0.268292682926829
"109","0 0 0 0 0 0 1 0",39,0,0
"111","1 1 1 1 1 1 1 1",48,0,0
"113","0 1 1 1 0 0 0 0",38,10,0.263157894736842
"116","1 1 1 1 0 0 0 0",40,21,0.525
"117","1 1 0 0 1 1 1 0",33,5,0.151515151515152
"118","1 0 0 0 0 0 0 0",42,1,0.0238095238095238
"120","1 1 1 1 1 0 1 0",39,21,0.538461538461538
"121","1 0 1 1 0 0 0 0",41,13,0.317073170731707
"123","1 0 1 0 1 0 0 1",34,14,0.411764705882353
"126","0 1 1 1 0 0 0 1",41,24,0.585365853658537
"127","1 0 0 0 1 0 1 1",31,5,0.161290322580645
"129","0 0 0 1 0 1 1 1",49,9,0.183673469387755
"133","0 1 0 1 1 1 1 0",49,14,0.285714285714286
"134","1 0 0 0 1 0 0 0",40,3,0.075
"136","1 1 0 0 1 0 1 1",36,9,0.25
"140","0 0 0 1 1 1 0 0",47,8,0.170212765957447
"141","1 1 0 1 0 1 0 0",39,22,0.564102564102564
"145","1 1 0 0 1 0 1 0",32,11,0.34375
"146","1 0 0 1 1 1 0 1",44,19,0.431818181818182
"147","1 1 0 0 0 1 1 1",39,11,0.282051282051282
"150","1 1 1 0 1 0 0 0",47,24,0.51063829787234
"152","1 1 0 1 0 0 0 0",46,13,0.282608695652174
"153","1 0 1 0 0 1 1 1",38,9,0.236842105263158
"154","0 0 0 0 1 1 1 1",43,0,0
"156","0 0 0 0 0 0 0 0",48,0,0
"159","1 0 1 0 1 0 0 0",37,9,0.243243243243243
"160","1 1 1 0 0 1 0 0",45,20,0.444444444444444
"165","1 1 1 1 0 0 0 1",42,35,0.833333333333333
"166","0 1 1 0 1 0 1 1",40,11,0.275
"167","0 1 0 1 0 0 0 1",38,9,0.236842105263158
"168","0 1 0 1 0 0 0 0",46,3,0.0652173913043478
"169","0 1 0 0 1 0 0 1",47,16,0.340425531914894
"170","0 0 1 1 1 1 0 0",28,13,0.464285714285714
"175","1 1 1 0 0 0 1 1",39,19,0.487179487179487
"179","1 0 0 1 0 0 0 0",36,3,0.0833333333333333
"180","1 1 0 0 0 1 1 0",38,19,0.5
"182","0 0 0 0 1 1 0 1",36,0,0
"184","0 0 1 0 0 1 1 1",39,5,0.128205128205128
"186","1 1 1 1 0 0 1 1",33,23,0.696969696969697
"187","0 0 0 0 0 1 0 1",43,0,0
"188","1 0 0 0 0 1 1 0",32,8,0.25
"190","0 0 0 1 1 0 1 0",33,8,0.242424242424242
"191","0 0 1 0 0 0 1 1",48,11,0.229166666666667
"196","1 0 0 1 1 0 1 1",37,8,0.216216216216216
"203","1 0 1 1 1 1 0 0",39,27,0.692307692307692
"206","1 0 0 1 0 0 0 1",48,17,0.354166666666667
"208","1 0 0 1 1 1 1 0",37,10,0.27027027027027
"209","0 0 0 0 1 0 0 1",50,0,0
"211","1 0 1 1 0 0 1 1",39,17,0.435897435897436
"212","0 1 1 0 0 1 1 1",44,13,0.295454545454545
"214","0 0 0 1 0 0 1 1",42,7,0.166666666666667
"218","1 0 0 1 0 0 1 0",41,13,0.317073170731707
"219","0 0 1 1 0 1 0 1",45,23,0.511111111111111
"221","0 0 0 1 1 0 1 1",38,8,0.210526315789474
"222","0 1 1 1 1 1 1 1",36,3,0.0833333333333333
"224","0 0 1 1 0 0 1 0",41,11,0.268292682926829
"225","0 0 0 0 0 0 0 1",44,0,0
"226","0 1 1 0 0 1 0 1",42,19,0.452380952380952
"227","0 0 1 1 1 1 1 1",46,3,0.0652173913043478
"230","0 1 0 0 1 1 1 1",41,1,0.024390243902439
"231","1 0 1 1 1 0 0 0",31,18,0.580645161290323
"234","1 1 0 0 1 1 0 0",41,19,0.463414634146341
"236","1 0 1 1 0 1 0 1",31,15,0.483870967741935
"237","0 0 0 1 1 0 0 1",42,15,0.357142857142857
"238","0 0 0 1 1 0 0 0",36,5,0.138888888888889
"240","1 1 1 1 0 0 1 0",45,33,0.733333333333333
"241","0 0 0 1 0 1 0 1",43,10,0.232558139534884
"242","1 1 0 1 0 1 1 0",31,20,0.645161290322581
"246","1 1 0 0 1 1 0 1",42,10,0.238095238095238
"248","0 1 1 1 0 1 0 0",30,18,0.6
"249","0 0 1 0 1 1 0 0",46,7,0.152173913043478
"250","0 0 1 0 0 0 1 0",41,2,0.0487804878048781
"251","0 1 0 1 0 1 0 1",39,15,0.384615384615385
"255","1 0 1 0 0 1 1 0",35,18,0.514285714285714
"260","0 1 0 1 1 0 0 0",48,12,0.25
"261","1 1 1 0 0 0 0 1",40,25,0.625
"264","1 0 0 0 1 0 0 1",43,9,0.209302325581395
"265","0 1 0 0 1 1 0 0",38,11,0.289473684210526
"267","0 0 1 0 1 1 1 1",36,3,0.0833333333333333
"269","1 1 0 1 1 1 1 0",39,10,0.256410256410256
"270","0 0 0 0 0 1 1 0",43,0,0
"274","1 0 0 1 0 0 1 1",34,16,0.470588235294118
"279","1 0 0 0 1 1 1 1",35,4,0.114285714285714
"280","0 0 1 1 1 0 1 1",30,10,0.333333333333333
"282","1 0 0 1 1 1 0 0",36,16,0.444444444444444
"284","1 0 1 1 0 0 0 1",51,30,0.588235294117647
"288","1 0 0 0 1 1 0 0",29,8,0.275862068965517
"290","0 1 1 0 1 0 1 0",42,18,0.428571428571429
"303","1 0 0 0 0 0 0 1",47,9,0.191489361702128
"304","0 1 0 0 0 1 0 0",40,5,0.125
"305","1 0 1 1 0 0 1 0",29,20,0.689655172413793
"311","0 0 0 1 0 0 1 0",49,12,0.244897959183673
"313","1 1 0 1 1 1 0 0",39,28,0.717948717948718
"314","0 0 1 0 1 1 1 0",40,5,0.125
"315","1 1 0 1 0 0 1 1",36,22,0.611111111111111
"316","1 1 1 0 1 1 1 1",25,2,0.08
"317","0 1 0 0 1 1 1 0",39,6,0.153846153846154
"320","0 0 1 0 1 1 0 1",42,6,0.142857142857143
"322","1 0 1 0 1 1 0 0",39,17,0.435897435897436
"324","0 1 1 0 0 0 0 0",48,4,0.0833333333333333
"328","1 0 0 1 1 1 1 1",31,0,0
"336","0 1 0 1 1 1 0 0",52,27,0.519230769230769
"340","1 0 1 0 1 0 1 0",32,16,0.5
"343","1 1 0 0 0 0 1 0",31,13,0.419354838709677
"348","1 1 0 0 0 1 0 0",44,10,0.227272727272727
"351","1 0 1 0 0 0 0 1",50,17,0.34
"352","0 0 1 1 1 0 1 0",31,10,0.32258064516129
"356","0 1 0 0 0 1 0 1",37,10,0.27027027027027
"357","1 1 0 1 0 1 0 1",36,20,0.555555555555556
"369","1 0 1 1 0 1 0 0",27,17,0.62962962962963
"373","1 1 1 1 0 1 1 1",31,2,0.0645161290322581
"377","1 1 1 0 1 1 0 0",33,14,0.424242424242424
"384","1 0 0 1 1 0 0 0",26,9,0.346153846153846
"385","0 0 1 1 0 1 0 0",37,17,0.459459459459459
"386","0 1 1 0 1 1 1 0",31,7,0.225806451612903
"393","1 1 0 1 0 1 1 1",40,10,0.25
"400","1 1 0 1 0 0 1 0",30,15,0.5
"408","1 1 0 0 1 0 0 0",49,17,0.346938775510204
"420","1 1 0 1 0 0 0 1",35,21,0.6
"421","0 0 0 0 1 1 0 0",33,0,0
"422","1 1 1 0 0 0 1 0",34,12,0.352941176470588
"425","1 0 0 1 0 1 1 0",41,21,0.51219512195122
"428","0 1 0 1 0 0 1 0",47,18,0.382978723404255
"437","0 0 1 1 0 0 0 1",40,12,0.3
"439","0 0 1 1 1 0 0 0",41,12,0.292682926829268
"444","0 0 0 1 0 0 0 0",37,1,0.027027027027027
"446","1 1 0 0 0 0 1 1",42,20,0.476190476190476
"457","0 0 0 0 1 0 1 0",42,0,0
"458","1 0 0 0 0 0 1 1",33,5,0.151515151515152
"465","1 1 1 1 1 0 0 1",39,22,0.564102564102564
"468","1 0 1 1 1 0 1 0",45,21,0.466666666666667
"475","0 0 1 0 1 0 0 1",46,15,0.326086956521739
"486","1 0 0 0 0 1 0 1",38,7,0.184210526315789
"496","0 0 0 1 1 1 1 1",34,3,0.0882352941176471
"498","0 0 1 0 0 0 0 0",54,2,0.037037037037037
"517","1 0 1 0 0 0 1 0",43,13,0.302325581395349
"526","1 0 1 0 1 1 0 1",30,6,0.2
"540","1 0 0 1 0 1 1 1",41,6,0.146341463414634
"547","0 1 0 0 0 0 1 0",39,3,0.0769230769230769
"557","0 1 1 0 0 0 1 0",35,11,0.314285714285714
"559","1 1 1 1 1 0 1 1",46,10,0.217391304347826
"572","0 1 1 1 1 0 1 0",27,19,0.703703703703704
"574","1 1 1 0 1 1 0 1",35,11,0.314285714285714
"580","1 0 0 1 1 0 1 0",35,14,0.4
"584","0 1 1 1 1 0 0 0",35,20,0.571428571428571
"603","0 1 0 1 1 0 1 0",32,18,0.5625
"605","1 0 0 1 0 1 0 0",36,14,0.388888888888889
"625","0 0 1 0 1 0 1 0",38,9,0.236842105263158
"636","1 1 1 1 1 1 0 1",33,9,0.272727272727273
"665","0 1 1 1 1 0 0 1",48,25,0.520833333333333
"675","0 0 1 1 0 0 0 0",34,5,0.147058823529412
"697","1 0 1 1 1 0 1 1",33,13,0.393939393939394
"709","1 1 0 1 1 0 0 1",40,21,0.525
"710","0 1 0 1 0 1 0 0",43,16,0.372093023255814
"715","0 1 0 0 1 0 0 0",37,4,0.108108108108108
"742","0 0 0 0 1 0 1 1",35,0,0
"744","1 0 0 1 0 1 0 1",30,15,0.5
"773","1 1 0 0 1 1 1 1",37,5,0.135135135135135
"801","1 0 1 1 1 0 0 1",42,22,0.523809523809524
"831","0 1 1 1 0 1 1 0",32,20,0.625
"838","1 0 0 0 1 1 1 0",36,10,0.277777777777778
"873","0 0 0 0 0 1 0 0",31,0,0
"876","0 0 0 1 1 1 0 1",25,4,0.16
"898","0 0 1 0 0 1 0 1",36,9,0.25
"911","0 0 1 0 0 1 1 0",29,6,0.206896551724138
"1022","0 0 1 1 0 0 1 1",35,11,0.314285714285714
"1069","1 0 1 0 1 1 1 1",40,0,0
"1090","0 0 0 0 1 1 1 0",29,0,0
"1314","1 1 1 1 0 1 0 0",43,29,0.674418604651163
"1403","1 1 1 0 0 1 1 0",37,21,0.567567567567568
